training_number,generation,timestamp,best_fitness,worst_fitness,avg_fitness,median_fitness,std_fitness,best_distance,avg_distance,median_distance,best_stability,avg_stability,best_energy,avg_energy,best_time_alive,avg_time_alive,absolute_best_fitness,absolute_best_distance,population_size,genome_length,mutation_rate,crossover_rate,elite_size
2,92,2025-11-02 18:01:50,4.159934997558594,0,2.1335840129852297,2.648880958557129,1.4608794439602963,3.6599349975585938,1.6054149627685548,2.148880958557129,1.0,0.96,464,468.56,500,498.78,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,93,2025-11-02 18:02:22,4.159934997558594,0,1.9328161144256593,2.5122690200805664,1.4072183932387348,3.6599349975585938,1.2778287076950072,2.0122690200805664,1.0,0.96,464,469.24,500,499.86,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,94,2025-11-02 18:02:53,4.159934997558594,0,1.8754256343841553,2.3538172245025635,1.3791725092131675,3.6599349975585938,1.2448740482330323,1.8538172245025635,1.0,1.0,464,468.02,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,95,2025-11-02 18:03:24,4.159934997558594,0,2.0107835388183593,2.3919694423675537,1.3818216889703392,3.6599349975585938,1.4677853775024414,1.8919694423675537,1.0,1.0,464,468.24,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,96,2025-11-02 18:03:56,4.159934997558594,0,2.2959399604797364,2.772439479827881,1.4383282291825754,3.6599349975585938,1.713545904159546,2.2882251739501953,1.0,0.98,464,466.4,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,97,2025-11-02 18:04:28,4.159934997558594,0,1.8410345554351806,2.276524305343628,1.4413024164821888,3.6599349975585938,1.2361731290817262,1.776524305343628,1.0,0.98,464,467.6,500,499.96,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,98,2025-11-02 18:05:00,4.159934997558594,0,2.0924882602691652,2.6859045028686523,1.511646502398423,3.6599349975585938,1.473019428253174,2.1859045028686523,1.0,0.98,464,466.24,500,499.2,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,99,2025-11-02 18:05:31,4.159934997558594,0,2.091322727203369,2.8202829360961914,1.4708543555201203,3.6599349975585938,1.550273003578186,2.3202829360961914,1.0,1.0,464,466.0,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,100,2025-11-02 18:49:57,4.159934997558594,0,1.9954164791107178,2.739903450012207,1.4862738276373186,3.6599349975585938,1.4414906120300293,2.282029628753662,1.0,0.96,464,465.78,500,499.7,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,101,2025-11-02 18:51:34,4.159934997558594,0,1.7579986190795898,1.216341257095337,1.4838962476489421,3.6599349975585938,1.1282043933868409,0.7163412570953369,1.0,1.0,464,465.74,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,102,2025-11-02 18:56:11,4.159934997558594,0,1.4598493099212646,0.7481780052185059,1.4847549597286556,3.6599349975585938,0.8257659912109375,0.24817800521850586,1.0,1.0,464,466.12,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,103,2025-11-02 18:56:43,4.159934997558594,0,1.831873254776001,2.0646865367889404,1.460817581172569,3.6599349975585938,1.2396936511993408,1.5646865367889404,1.0,1.0,464,466.34,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,104,2025-11-02 18:57:15,4.159934997558594,0,1.6810089778900146,1.6746666431427002,1.5630511637310993,3.6599349975585938,0.9933807373046875,1.1746666431427002,1.0,0.98,464,466.66,500,499.6,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,105,2025-11-02 18:57:47,4.159934997558594,0,1.974284429550171,2.5436959266662598,1.4905747565444065,3.6599349975585938,1.386445903778076,2.0436959266662598,1.0,0.98,464,467.6,500,499.8,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,106,2025-11-02 18:58:18,4.159934997558594,0,2.297970790863037,2.8807244300842285,1.4669175017618825,3.6599349975585938,1.7565443706512451,2.3807244300842285,1.0,0.94,464,463.48,500,495.94,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,107,2025-11-02 18:58:50,4.159934997558594,0,2.0233017349243165,2.5674147605895996,1.5358500426036075,3.6599349975585938,1.3850231456756592,2.0674147605895996,1.0,0.96,464,466.14,500,499.14,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,108,2025-11-02 18:59:23,4.159934997558594,0,2.0750263118743897,2.608182907104492,1.437394557562341,3.6599349975585938,1.5335376644134522,2.108182907104492,1.0,0.98,464,467.16,500,499.94,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,109,2025-11-02 18:59:55,4.159934997558594,0,1.6980048084259034,1.5955536365509033,1.534269213672668,3.6599349975585938,1.0862145805358887,1.0955536365509033,1.0,0.94,464,464.28,500,497.86,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,110,2025-11-02 19:00:27,4.159934997558594,0,1.8925145530700684,2.4137954711914062,1.481982237137585,3.6599349975585938,1.2947682666778564,1.9137954711914062,1.0,0.98,464,466.2,500,499.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,111,2025-11-02 19:00:59,4.159934997558594,0,1.9441755485534669,2.505910634994507,1.5357564344690617,3.6599349975585938,1.301470890045166,2.005910634994507,1.0,1.0,464,467.2,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,112,2025-11-02 19:01:31,4.159934997558594,0,2.1116983604431154,2.846358299255371,1.5297109961921835,3.6599349975585938,1.4901341533660888,2.346358299255371,1.0,0.94,464,466.36,500,499.68,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,113,2025-11-02 19:02:03,4.159934997558594,0,2.1809405517578124,2.7586703300476074,1.4822572706223753,3.6599349975585938,1.6222269344329834,2.2586703300476074,1.0,1.0,464,466.4,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,114,2025-11-02 19:02:35,4.159934997558594,0,2.2613342094421385,2.848078727722168,1.3939146410415086,3.6599349975585938,1.6746492385864258,2.348078727722168,1.0,1.0,464,465.52,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,115,2025-11-02 19:03:07,4.159934997558594,0,2.226313524246216,2.866866111755371,1.4600929239253704,3.6599349975585938,1.5675659084320068,2.366866111755371,1.0,0.98,464,465.44,500,498.24,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,116,2025-11-02 19:03:40,4.159934997558594,0,1.8296703052520753,2.1939876079559326,1.4829965319537688,3.6599349975585938,1.1660703897476197,1.6939876079559326,1.0,0.98,464,464.32,500,498.22,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,117,2025-11-02 19:04:11,4.159934997558594,0,1.8637082386016846,2.539961814880371,1.5482415790092887,3.6599349975585938,1.274715871810913,2.144843578338623,1.0,0.92,464,464.42,500,497.88,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,118,2025-11-02 19:04:44,4.159934997558594,0,1.7727609634399415,2.1844325065612793,1.54301781471802,3.6599349975585938,1.1806865978240966,1.6844325065612793,1.0,1.0,464,465.64,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,119,2025-11-02 19:05:16,4.159934997558594,0,1.5307153511047362,0.6484503746032715,1.4898182656438008,3.6599349975585938,0.953352599143982,0.14845037460327148,1.0,1.0,464,466.26,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,120,2025-11-02 19:05:48,4.159934997558594,0,1.7985607051849366,2.259927988052368,1.5699021692456956,3.6599349975585938,1.2138257312774658,1.7599279880523682,1.0,0.94,464,462.82,500,496.04,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,121,2025-11-02 19:06:19,4.159934997558594,0,1.7907311916351318,1.3112726211547852,1.4441662959450807,3.6599349975585938,1.2346580600738526,0.8112726211547852,1.0,1.0,464,466.14,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,122,2025-11-02 19:06:52,4.159934997558594,0,1.4253170585632324,0.653536319732666,1.5013736946995833,3.6599349975585938,0.758441333770752,0.15353631973266602,1.0,1.0,464,466.18,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,123,2025-11-02 19:07:23,4.159934997558594,0,1.7976279258728027,1.7982792854309082,1.4477429238476947,3.6599349975585938,1.2171246528625488,1.2982792854309082,1.0,0.92,464,461.1,500,493.48,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,124,2025-11-02 19:07:54,4.159934997558594,0,1.5941575050354004,1.0403437614440918,1.5462444467903198,3.6599349975585938,0.8409502935409546,0.5403437614440918,1.0,0.94,464,456.68,500,488.78,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,125,2025-11-02 19:08:27,4.159934997558594,0,2.124470062255859,2.6923298835754395,1.4092974231433864,3.6599349975585938,1.5395913124084473,2.1923298835754395,1.0,1.0,464,466.58,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,126,2025-11-02 19:08:59,4.159934997558594,0,2.179715623855591,2.7065467834472656,1.3425722354787983,3.6599349975585938,1.6209063529968262,2.2065467834472656,1.0,1.0,464,465.18,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,127,2025-11-02 19:09:31,4.159934997558594,0,1.8704560852050782,2.4473965167999268,1.509859636437656,3.6599349975585938,1.1785261964797973,1.9473965167999268,1.0,0.98,464,463.74,500,496.44,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,128,2025-11-02 19:10:03,4.159934997558594,0,1.791397705078125,1.8964388370513916,1.496015567777541,3.6599349975585938,1.214284143447876,1.3964388370513916,1.0,1.0,464,466.3,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,129,2025-11-02 19:10:34,4.159934997558594,0,2.169014959335327,2.800520896911621,1.4285807850842556,3.6599349975585938,1.6214802742004395,2.306819438934326,1.0,0.96,464,464.48,500,497.68,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,130,2025-11-02 19:11:06,4.159934997558594,0,1.9824351596832275,2.742471218109131,1.516780381962855,3.6599349975585938,1.26685791015625,2.242471218109131,1.0,0.98,464,467.22,500,499.68,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,131,2025-11-02 19:11:38,4.159934997558594,0,1.7856922912597657,1.981527328491211,1.5127243805613173,3.6599349975585938,1.1207112789154052,1.481527328491211,1.0,0.94,464,463.28,500,495.98,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,132,2025-11-02 19:12:10,4.159934997558594,0,2.0890175342559814,2.7535362243652344,1.57884554660666,3.6599349975585938,1.447218852043152,2.2535362243652344,1.0,0.96,464,462.98,500,495.52,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,133,2025-11-02 19:12:41,4.159934997558594,0,1.5764832019805908,0.9782154560089111,1.5017115359509279,3.6599349975585938,0.9514029598236085,0.47821545600891113,1.0,0.98,464,466.52,500,499.46,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,134,2025-11-02 19:13:13,4.159934997558594,0,1.7838595294952393,1.4389865398406982,1.4477589435754834,3.6599349975585938,1.2125744152069091,0.9389865398406982,1.0,0.98,464,464.68,500,499.4,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,135,2025-11-02 19:13:45,4.159934997558594,0,1.8220827865600586,1.784179449081421,1.4829067295403975,3.6599349975585938,1.242911434173584,1.284179449081421,1.0,0.98,464,464.38,500,498.36,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,136,2025-11-02 19:14:17,4.159934997558594,0,2.06392746925354,2.7420101165771484,1.437852052590691,3.6599349975585938,1.490200023651123,2.280341625213623,1.0,0.98,464,466.6,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,137,2025-11-02 19:14:49,4.159934997558594,0,2.2401221942901612,2.799860954284668,1.345627221839121,3.6599349975585938,1.6602726936340333,2.4850268363952637,1.0,0.96,464,464.4,500,498.42,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,138,2025-11-02 19:15:21,4.159934997558594,0,2.2079016399383544,2.6543331146240234,1.447751374048665,3.6599349975585938,1.6482788276672364,2.1543331146240234,1.0,1.0,464,467.18,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,139,2025-11-02 19:15:53,4.159934997558594,0,2.028367795944214,2.5420637130737305,1.4854812928245327,3.6599349975585938,1.4070964431762696,2.0420637130737305,1.0,0.98,464,462.54,500,496.46,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,140,2025-11-02 19:16:25,4.159934997558594,0,1.6987203216552735,1.1945204734802246,1.4831314777888458,3.6599349975585938,1.1160498809814454,0.6945204734802246,1.0,0.96,464,464.84,500,498.98,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,141,2025-11-02 19:16:57,4.159934997558594,0,1.8064085960388183,2.3212459087371826,1.4757117189201008,3.6599349975585938,1.1879886722564696,1.8212459087371826,1.0,0.98,464,464.96,500,499.84,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,142,2025-11-02 19:17:29,4.159934997558594,0,2.054803466796875,2.6090221405029297,1.4893705741814363,3.6599349975585938,1.5246769428253173,2.1090221405029297,1.0,0.94,464,461.84,500,498.58,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,143,2025-11-02 19:18:01,4.159934997558594,0,1.9778251075744628,2.385455369949341,1.4550834723225186,3.6599349975585938,1.3756271648406981,1.8854553699493408,1.0,0.96,464,463.16,500,499.38,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,144,2025-11-02 19:18:33,4.159934997558594,0,1.6934310245513915,1.0515916347503662,1.5401333687878365,3.6599349975585938,1.016689019203186,0.5515916347503662,1.0,1.0,464,463.66,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,145,2025-11-02 19:19:05,4.159934997558594,0,1.9034371852874756,2.51322603225708,1.508658019297318,3.6599349975585938,1.29567533493042,2.01322603225708,1.0,0.98,464,462.76,500,498.26,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,146,2025-11-02 19:19:37,4.159934997558594,0,2.0088573551177977,2.415731430053711,1.4494644404852481,3.6599349975585938,1.428184576034546,1.915731430053711,1.0,1.0,464,465.18,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,147,2025-11-02 19:20:09,4.159934997558594,0,1.6454313850402833,1.1310632228851318,1.5308718679641813,3.6599349975585938,0.9406405305862426,0.6310632228851318,1.0,0.98,464,460.26,500,495.2,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,148,2025-11-02 19:20:40,4.159934997558594,0,1.566807794570923,1.0071771144866943,1.4396419867028383,3.6599349975585938,0.9307949829101563,0.5071771144866943,1.0,0.98,464,463.08,500,498.1,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,149,2025-11-02 19:21:12,4.159934997558594,0,1.5193628883361816,0.8657248020172119,1.4554009016559517,3.6599349975585938,0.9005564594268799,0.3657248020172119,1.0,0.98,464,463.08,500,498.24,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,150,2025-11-02 19:21:44,4.159934997558594,0,1.8471444702148438,2.367302656173706,1.4438124047331313,3.6599349975585938,1.2918231678009033,1.867302656173706,1.0,0.98,464,465.24,500,499.98,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,151,2025-11-02 19:22:16,4.159934997558594,0,1.4613543033599854,0.7552597522735596,1.4721137642989417,3.6599349975585938,0.8202342987060547,0.25525975227355957,1.0,1.0,464,464.92,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,152,2025-11-02 19:22:48,4.183128356933594,0,1.9955987167358398,2.433375358581543,1.5798528435214438,3.6831283569335938,1.3923572731018066,1.933375358581543,1.0,1.0,469,464.62,500,500.0,4.159934997558594,3.6599349975585938,50,500,0.1,0.7,5
2,153,2025-11-02 19:23:20,4.183128356933594,0,2.0247841453552247,2.3858578205108643,1.4466648365416315,3.6831283569335938,1.4914089584350585,1.8858578205108643,1.0,0.98,469,463.8,500,499.76,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,154,2025-11-02 19:23:52,4.183128356933594,0,1.772557306289673,2.0243308544158936,1.5479105897131629,3.6831283569335938,1.181300368309021,1.5243308544158936,1.0,0.94,469,462.68,500,498.14,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,155,2025-11-02 19:24:24,4.183128356933594,0,2.03348557472229,2.8127126693725586,1.5738340979357281,3.6831283569335938,1.4175423431396483,2.3127126693725586,1.0,0.98,469,463.78,500,499.78,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,156,2025-11-02 19:24:55,4.183128356933594,0,2.397998037338257,3.073951244354248,1.5186067636817988,3.6831283569335938,1.8085632276535035,2.6119871139526367,1.0,0.9,469,458.8,500,493.96,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,157,2025-11-02 19:25:27,4.183128356933594,0,1.8539664936065674,2.31595516204834,1.5742170546444112,3.6831283569335938,1.1888555479049683,1.8159551620483398,1.0,0.94,469,457.02,500,492.14,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,158,2025-11-02 19:25:59,4.183128356933594,0,2.3540814208984373,2.7954463958740234,1.301169273901623,3.6831283569335938,1.8891964912414552,2.361293315887451,1.0,0.92,469,458.44,500,492.96,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,159,2025-11-02 19:26:31,4.183128356933594,0,1.811405153274536,2.304652214050293,1.4680682043166917,3.6831283569335938,1.1733407402038574,1.804652214050293,1.0,1.0,469,465.76,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,160,2025-11-02 19:27:03,4.183128356933594,0,2.16237868309021,2.8084030151367188,1.495468037117885,3.6831283569335938,1.5009735202789307,2.3084030151367188,1.0,0.98,469,465.58,500,499.82,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,161,2025-11-02 19:27:35,4.183128356933594,0,2.043745403289795,2.7222838401794434,1.4899580483788974,3.6831283569335938,1.4512796688079834,2.2222838401794434,1.0,0.98,469,465.56,500,499.74,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,162,2025-11-02 19:28:06,4.183128356933594,0,2.5388642597198485,3.0450944900512695,1.3776552246483145,3.6831283569335938,1.9893804931640624,2.5450944900512695,1.0,0.96,469,465.82,500,499.78,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,163,2025-11-02 19:28:38,4.183128356933594,0,2.276403713226318,2.996062755584717,1.474091528202274,3.6831283569335938,1.6598731994628906,2.496062755584717,1.0,1.0,469,466.32,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,164,2025-11-02 19:29:10,4.183128356933594,0,2.470230474472046,2.9493279457092285,1.3377512862070509,3.6831283569335938,1.9089046478271485,2.4493279457092285,1.0,0.98,469,464.64,500,498.76,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,165,2025-11-02 19:29:42,4.183128356933594,0,2.1569192695617674,2.8117260932922363,1.4715494413071202,3.6831283569335938,1.536358003616333,2.3117260932922363,1.0,0.92,469,464.8,500,496.72,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,166,2025-11-02 19:30:14,4.183128356933594,0,2.352805395126343,2.8551878929138184,1.4112508545719054,3.6831283569335938,1.795546112060547,2.3659000396728516,1.0,0.96,469,462.84,500,495.32,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,167,2025-11-02 19:30:46,4.183128356933594,0,2.2534151458740235,2.911250114440918,1.3812201640222717,3.6831283569335938,1.685077600479126,2.411250114440918,1.0,0.98,469,465.8,500,497.6,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,168,2025-11-02 19:31:18,4.183128356933594,0,1.9953383350372313,2.6128287315368652,1.471883749713141,3.6831283569335938,1.4009567975997925,2.1128287315368652,1.0,0.96,469,466.46,500,497.62,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,169,2025-11-02 19:31:49,4.183128356933594,0,1.7465808582305908,1.7998743057250977,1.5007797624766122,3.6831283569335938,1.082878098487854,1.2998743057250977,1.0,0.98,469,465.94,500,498.34,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,170,2025-11-02 19:32:21,4.183128356933594,0,2.2177552509307863,2.8961410522460938,1.416244079595421,3.6831283569335938,1.6755272483825683,2.3961410522460938,1.0,1.0,469,467.1,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,171,2025-11-02 19:32:53,4.183128356933594,0,2.3594394588470458,2.8544650077819824,1.3179164619653485,3.6831283569335938,1.8637339878082275,2.399656295776367,1.0,0.98,469,464.72,500,497.98,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,172,2025-11-02 19:33:24,4.183128356933594,0,2.31455530166626,2.8769097328186035,1.45125711109261,3.6831283569335938,1.7234707880020141,2.4020094871520996,1.0,0.96,469,465.96,500,499.56,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,173,2025-11-02 19:33:57,4.183128356933594,0,2.1618567657470704,2.8352560997009277,1.4834582500459426,3.6831283569335938,1.5851899242401124,2.3352560997009277,1.0,1.0,469,464.54,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,174,2025-11-02 19:34:29,4.183128356933594,0,2.364425287246704,2.6891469955444336,1.2749408194702927,3.6831283569335938,1.8510207843780517,2.1891469955444336,1.0,0.98,469,465.32,500,499.94,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,175,2025-11-02 19:35:01,4.183128356933594,0,1.921375608444214,2.3445568084716797,1.4133231936204977,3.6831283569335938,1.3369959259033204,1.8445568084716797,1.0,1.0,469,465.54,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,176,2025-11-02 19:35:33,4.183128356933594,0,2.3293143939971923,2.8004279136657715,1.3763031676869089,3.6831283569335938,1.7746972751617431,2.3004279136657715,1.0,1.0,469,466.22,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,177,2025-11-02 19:36:05,4.183128356933594,0,2.0715253257751467,2.927577495574951,1.5537935937037632,3.6831283569335938,1.4868742656707763,2.427577495574951,1.0,0.96,469,463.84,500,497.76,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,178,2025-11-02 19:36:36,4.183128356933594,0,2.1479722023010255,2.7749481201171875,1.450313109981337,3.6831283569335938,1.6027743053436279,2.2749481201171875,1.0,0.96,469,463.28,500,497.22,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,179,2025-11-02 19:37:08,4.183128356933594,0,2.0153418731689454,2.740057945251465,1.5337579022202608,3.6831283569335938,1.3480466508865356,2.240057945251465,1.0,0.96,469,462.4,500,496.32,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,180,2025-11-02 19:37:40,4.183128356933594,0,2.277167978286743,2.735661506652832,1.361696400062617,3.6831283569335938,1.7755887508392334,2.235661506652832,1.0,0.96,469,465.76,500,499.82,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,181,2025-11-02 19:38:12,4.183128356933594,0,1.9920675182342529,2.555729866027832,1.488543722406266,3.6831283569335938,1.3220988607406616,2.055729866027832,1.0,0.98,469,466.56,500,499.86,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,182,2025-11-02 19:38:44,4.183128356933594,0,1.8683898448944092,2.264286756515503,1.501488714358033,3.6831283569335938,1.2099786281585694,1.764286756515503,1.0,1.0,469,466.14,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,183,2025-11-02 19:39:15,4.183128356933594,0,1.718853816986084,1.1864979267120361,1.5105866444466483,3.6831283569335938,1.0441499328613282,0.6864979267120361,1.0,0.92,469,460.26,500,493.08,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,184,2025-11-02 19:39:47,4.183128356933594,0,2.0984911251068117,2.691269874572754,1.4499208753249406,3.6831283569335938,1.5115946960449218,2.191269874572754,1.0,1.0,469,465.76,500,500.0,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,185,2025-11-02 19:40:19,4.183128356933594,0,1.6804930877685547,1.2647106647491455,1.4880672153179135,3.6831283569335938,1.0797595691680908,0.7647106647491455,1.0,0.98,469,465.08,500,499.74,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,186,2025-11-02 19:40:51,4.183128356933594,0,2.12601523399353,2.6714720726013184,1.4555451873031886,3.6831283569335938,1.5372673320770263,2.1714720726013184,1.0,0.96,469,463.12,500,497.18,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,187,2025-11-02 19:41:23,4.341609954833984,0,2.206602029800415,2.746100902557373,1.4778051997406056,3.8416099548339844,1.5955725955963134,2.246100902557373,1.0,0.98,466,466.4,500,499.92,4.183128356933594,3.6831283569335938,50,500,0.1,0.7,5
2,188,2025-11-02 19:41:55,4.341609954833984,0,2.070296859741211,2.586634635925293,1.4471428588288662,3.8416099548339844,1.4971159839630126,2.096487045288086,1.0,0.96,466,464.1,500,497.84,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,189,2025-11-02 19:42:27,4.341609954833984,0,1.84256929397583,2.0117876529693604,1.4689174473639282,3.8416099548339844,1.151829285621643,1.5117876529693604,1.0,0.96,466,464.84,500,498.34,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,190,2025-11-02 19:42:59,4.341609954833984,0,2.255736484527588,2.7863450050354004,1.4619246290192878,3.8416099548339844,1.6952517890930177,2.2863450050354004,1.0,0.98,466,464.08,500,498.46,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,191,2025-11-02 19:43:30,4.341609954833984,0,1.805373239517212,1.1018519401550293,1.5744650025208544,3.8416099548339844,1.1156552982330323,0.6018519401550293,1.0,0.94,466,457.52,500,491.22,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,192,2025-11-02 19:44:03,4.341609954833984,0,1.8126164817810058,1.4799306392669678,1.4757756937110642,3.8416099548339844,1.2412052059173584,0.9799306392669678,1.0,1.0,466,466.3,500,500.0,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,193,2025-11-02 19:44:35,4.341609954833984,0,2.113758239746094,2.483147382736206,1.4089143970564708,3.8416099548339844,1.6237149715423584,1.983147382736206,1.0,0.98,466,465.66,500,499.86,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,194,2025-11-02 19:45:06,4.341609954833984,0,2.439219617843628,2.846041202545166,1.3350952234111795,3.8416099548339844,1.8348839855194092,2.3579354286193848,1.0,0.96,466,465.78,500,499.44,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,195,2025-11-02 19:45:39,4.341609954833984,0,2.1208106517791747,2.6292386054992676,1.5323692906977888,3.8416099548339844,1.5720922183990478,2.3227858543395996,1.0,0.98,466,464.78,500,499.52,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,196,2025-11-02 19:46:10,4.341609954833984,0,2.1000207614898683,2.531999349594116,1.5117887651984125,3.8416099548339844,1.49101083278656,2.031999349594116,1.0,0.98,466,459.64,500,493.72,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
2,197,2025-11-02 19:46:42,4.341609954833984,0,2.033376865386963,2.551222324371338,1.476785027238885,3.8416099548339844,1.4967525005340576,2.051222324371338,1.0,0.98,466,466.12,500,499.96,4.341609954833984,3.8416099548339844,50,500,0.1,0.7,5
